,0,1
0,https://turnbackhoax.id/2019/07/28/salah-politisi-pdip-negara-akan-hancur-bila-jokowi-tidak-segera-mundur/,"

Unggahan akun Facebook Supli Rahim atau @supli.rahim.3 yang berisi screenshot berita berjudul “Politisi PDIP : Negara Akan Hancur Bila Jokowi Tidak Segera Mundur” dengan logo rmol.id adalah tidak benar. Diketahui screenshot tersebut adalah hasil editan dari berita rmol.id dengan judul “Politisi PDIP: Bangsa Ini Akan Gagal Kalau Tidak Rekonsiliasi”, ditayangkan pada Sabtu 6 Juli 2019, pukul 14.59 WIB, dengan penulisnya Faisal Aristama. ===== Sumber: Media Sosial Facebook ===== Kategori: Manipulated Content ===== Narasi: “Politisi PDIP : Negara Akan Hancur Bila Jokowi Tidak Segera Mundur”   ===== Penjelasan: Akun Facebook Supli Rahim atau @supli.rahim.3 membuat unggahan yang menampilkan screenshot dari berita media daring rmol.id yang berjudul “Politisi PDIP : Negara Akan Hancur Bila Jokowi Tidak Segera Mundur”. Dalam unggahannya, akun @supli.rahim.3 menambahkan narasi “Ini baru benar,” tulisnya yang dibagikan di grup Facebook Tim Pemenangan Prabowo Subianto – Sandiaga Uno #INAElectionObserverSos, Minggu (28/7). Namun setelah dilakukan penelusuran melalui mesin pencari dengan mengetikan judul berita seperti di screenshot akun Facebook @supli.rahim.3, hasilnya tidak ditemukan. Selain itu, diketahui screenshot yang dilampirkan akun Facebook @supli.rahim.3 adalah hasil editan dari berita rmol.id yang berjudul “Politisi PDIP: Bangsa Ini Akan Gagal Kalau Tidak Rekonsiliasi”, ditayangkan pada Sabtu 6 Juli 2019, pukul 14.59 WIB, dengan penulisnya Faisal Aristama. Berikut isi lengkap beritanya: Rencana rekonsiliasi pasca Pilpres 2019 antara kubu Joko Widodo dengan kubu Prabowo Subianto terus menuai kontroversi dan menjadi perbincangan hangat. Apalagi, rencana rekonsiliasi keduanya disebut-sebut akan menghambat kemajuan negara jika berlarut-larut. Adalah Kepala Staf Kepresidenan Jenderal (Purn) TNI Moeldoko yang menyebut negara akan lamban jika hanya memimirkan rekonsiliasi Jokowi-Prabowo. Sementara, politisi PDIP Zuhairi Misrawi memandang beda persoalan rencana rekonsiliasi. Menurut dia, rekonsiliasi antara keduanya selaku anak bangsa sangat diperlukan dalam rangka rekonsiliasi nasional pasca pemilu. “Rekonsiliasi itu harus terus kita gaungkan. Karena kita akan gagal kalau kita tidak mampu membangun rekonsiliasi dalam konteks bangsa. Karena begitu banyak masalah yang kita hadapi,” kata Zuhairi dalam diskusi publik bertajuk “Ribut Rebut Kursi Menteri” di Jalan Wahid Hasyim, Menteng, Jakarta Pusat, Sabtu (5/7). Zuhairi mengatakan, rekonsiliasi sepertinya menjadi sebuah keharusan bagi sesama anak bangsa. Sebab, karakteristik bangsa Indonesia adalah gotong-royong dan hidup rukun. “Selanjutnya yang jadi konsern bersama itu ada rekonsiliasi kita sebagai bangsa. Karena bagaimanapun peradaan bangsa ini adalah peradaaan gotong royong, peradaaban Pancasila, peradaan persatuan,” tegasnya. Lebih lanjut, Zuhairi sangat mengapresiasi pihak-pihak yang memiliki inisiatif untuk mewujudkan rekonsiliasi nasional. Jika tidak, hal itu akan sedikit banyaknya memiliki dampak bagi negara Indonesia.  “Kita mengapresiasi seluruh inisiatif dari berbagai elemen bangsa untuk rekonsiliasi. Karena bagaimanapun bangsa ini tidak akan bisa move on kalau kita belum mampu untuk duduk bersama, berdialog dan bergotong royong dalam konteks yang lebih besar,” demikian Zuhairi.  Selain Zuhairi, hadir sejumlah narasumber dalam diskusi politisi PKB Daniel Johan, politisi Perindo Ricky K. Margono, politisi Golkar Meutia Hafid, Direktur Voxpoll Center and Consulting Pangi Syarwi Chaniago, ekonom INDEF Enny Sri Hartati dan kader HMI Saddam Aljihad. ===== Kesimpulan: Berdasarkan tujuh kategori Misinformasi atau Disinformasi dari First Draft, screenshoot yang dibagikan akun Facebook @supli.rahim.3 termasuk kedalam bentuk manipulated content. ===== Referensi: 1.https://www.facebook.com/groups/TimPemenanganPrabowoSubiantoSandiagaUno/permalink/380813542596886/2. https://politik.rmol.id/read/2019/07/06/395134/politisi-pdip-bangsa-ini-akan-gagal-kalau-tidak-rekonsiliasi  https://www.facebook.com/groups/fafhh/permalink/943665525965983/"
,0,1
0,https://turnbackhoax.id/2019/07/28/klarifikasi-visa-bebas-dijadikan-sarana-rakyat-china-datang-ke-indonesia-cari-pekerjaan/,"Modus standar di lapangan adalah masuk sebagai wisatawan lalu overstay. Tidak ada bebas visa kerja, perlu Kitas dan Kitap untuk TKA bekerja di Indonesia. Salah satu masalah negara dalam mengawasi adalah karena sulit membedakan antara warga Tiongkok dengan warga lokal di lokasi tempat TKA ilegal bermukim, karena faktor kemiripan secara fisik yang disebabkan oleh keturunan dari nenek moyang yang sama. Selengkapnya di bagian PENJELASAN dan REFERENSI. ====== SUMBER http://bit.ly/2K6p2L6 akun “Musni Umar” (twitter.com/musniumar), sudah dibagikan 1.3 ribu kali per tangkapan layar dibuat. ====== NARASI “Investasi dan visa bebas tlh dijadikan sarana rakyat China datang ke Indonesia cari pekerjaan,  bahkan sdh ada yg  punya KTP. Pernyataan Ibu Aviliani semoga menyadarkan kita bhy yg dihadapi. 400 Juta Pengangguran Tiongkok akan Merangsek ke Indonesia”. ====== PENJELASAN (1) Artikel yang dibagikan oleh SUMBER konteksnya adalah mengenai sertifikasi untuk meningkatkan daya saing produk dan tenaga kerja di era MEA, bukan tentang penyalahgunaan bebas visa wisata: “BataraNews.com- Selain menyatakan perlunya peningkatan daya saing melalui sertifikasi produk dan tenaga kerja, para Ekonom PP ISEI mengingatkan adanya ancaman besar di era MEA. Ancaman itu adalah masuknya jutaan tenaga kerja asing bersertifikat ke Indonesia. Ancaman ini dirasa sangat nyata, mengingat investor asing yang nanti masuk ke Indonesia memasukkan tenaga kerjanya ke dalam satu paket perjanjian kerjasama investasi.” Selengkapnya di http://bit.ly/2Yv66yO (arsip cadangan). (2) Ditjen Imigrasi: “Orang Asing dari 75 Negara Ini Bebas Visa Untuk Wisata ke Indonesia … 75 negara tersebut adalah: … Republik Rakyat Tiongkok, …” Selengkapnya di (1) bagian REFERENSI. (3) kumparanNEWS: “… Menurut mereka, para pekerja itu masuk melalui Sulawesi Utara (Sulut) dengan dalih menjadi wisatawan. Namun, seiring perjalanan waktu, para warga China itu menyimpan gelagat mencurigakan.  “Mereka masuk dibebaskan visanya. Ini yang kita pertanyakan peran dari imigrasi. Di Manado banyak wisatawan yang kita enggak bisa bendung,” kata koordinator Walhi Sulawesi Utara, Theo Runtuwene, kepada kumparan. Menurut Theo, dalam hal ini negara dianggap kurang mampu mengawasi arus warga China yang menetap di Sulut.  Apalagi, bila dilihat secara fisik, sulit untuk membedakan antara warga China dengan warga lokal di sana.  “Mirip ya, nenek moyang kita kan dari Mongolia,” sebut Theo. …” Selengkapnya di (2) bagian REFERENSI. (4) tirto(dot)id: “… Di Indonesia, visa kerja untuk TKA yang bekerja dan tinggal di Indonesia terdiri dari dua jenis, yakni Kartu Izin Tinggal Terbatas (Kitas) dan Kartu Izin Tinggal Tetap (Kitap). Kartu ini diterbitkan oleh Direktorat Jenderal Imigrasi. Untuk mendapatkan Kitas, proses yang harus dilalui TKA cukup panjang. Pertama-tama, perusahaan yang menggunakan jasa TKA harus terlebih dahulu mendapatkan persetujuan dari pemerintah. …” Selengkapnya di (3) bagian REFERENSI. (5) detikNews: “… Gorontalo – Sebanyak 6 warga negara asing (WNA) asal China ditangkap Kantor Imigrasi Kelas I Gorontalo. Mereka bekerja sebagai pekerja tambang emas di Kabupaten Pohuwato, Gorontalo, padahal hanya memiliki visa kunjungan. …” Selengkapnya di (4) bagian REFERENSI. ====== REFERENSI (1) Ditjen Imigrasi: “Orang Asing dari 75 Negara Ini Bebas Visa Untuk Wisata ke Indonesia Jakarta (08/10) – Presiden Republik Indonesia, Joko Widodo, resmi menandatangani Peraturan Presiden (Perpres) Nomor 104 tahun 2015 tentang Perubahan atas Peraturan Presiden Nomor 69 Tahun 2015 tentang Bebas Visa Kunjungan (18/09) lalu. Dalam Perpres yang terbaru, sebanyak 75 negara dibebaskan dari kewajiban memiliki visa kunjungan untuk keperluan wisata ke Indonesia. Mereka diberikan izin tinggal kunjungan selama 30 hari dan tidak dapat diperpanjang. 75 negara tersebut adalah: Afrika Selatan, Aljazair, Amerika Serikat, Angola, Argentina, Austria, Azerbaijan, Bahrain, Belanda, Belarusia, Belgia, Bulgaria, Ceko, Denmark, Dominika, Estonia, Fiji, Finlandia, Ghana, Hongaria, India, Inggris, Irlandia, Islandia, Italia, Jepang, Jerman, Kanada, Kazakhstan, Kirgistan, Kroasia, Korea Selatan, Kuwait, Latvia, Lebanon, Liechtenstein, Lithuania, Luxemburg, Maladewa, Malta, Meksiko, Mesir, Monako, Norwegia, Oman, Panama, Papua New Guinea, Perancis, Polandia, Portugal, Qatar, Republik Rakyat Tiongkok, Rumania, Rusia, San Marino, Saudi Arabia, Selandia Baru, Seychelles, Siprus, Slovakia , Slovenia, Spanyol, Suriname, Swedia, Swiss, Taiwan, Tanzania, Timor Leste, Tunisia, Turki, Uni Emirat Arab, Vatikan, Venezuela, Yordania dan Yunani. …” Selengkapnya di http://bit.ly/2K6u0Hy (arsip cadangan di http://bit.ly/32XZ9W8). (2) kumparanNEWS: “24 Mei 2018 11:37 WIB News Visa Wisata Muluskan Banjir Pekerja China (foto)
“Berburu” TKA China di Morowali (Foto: Iqbal Firdaus/kumparan) Ribuan TKA asal China yang bekerja di wilayah Sulawesi bukan lagi menjadi rahasia. Mereka bekerja di sektor tambang, mengingat di wilayah Indonesia tengah itu kaya akan sumber daya alam. Sebut saja nikel dan batu bara, dua komoditas yang ramai-ramai dikeruk di Sulawesi.  Terkait dengan aktivitas tersebut, Wahana Lingkungan Hidup (Walhi) di 3 provinsi di Sulawesi-Sulawesi Utara, Sulawesi Tengah, dan Sulawesi Tenggara- mengungkapkan temuan mereka terkait jalur masuk para TKA. Menurut mereka, para pekerja itu masuk melalui Sulawesi Utara (Sulut) dengan dalih menjadi wisatawan. Namun, seiring perjalanan waktu, para warga China itu menyimpan gelagat mencurigakan.  “Mereka masuk dibebaskan visanya. Ini yang kita pertanyakan peran dari imigrasi. Di Manado banyak wisatawan yang kita enggak bisa bendung,” kata koordinator Walhi Sulawesi Utara, Theo Runtuwene, kepada kumparan. Menurut Theo, dalam hal ini negara dianggap kurang mampu mengawasi arus warga China yang menetap di Sulut.  Apalagi, bila dilihat secara fisik, sulit untuk membedakan antara warga China dengan warga lokal di sana.  “Mirip ya, nenek moyang kita kan dari Mongolia,” sebut Theo.  (foto)
Warga Asing diduga TKA di Bandara Haluoleo. (Foto: Iqbal Firdaus/kumparan) Terkait banyaknya warga China di Sulut juga tak lepas dari adanya penerbangan langsung China-Manado. Tercatat ada 7 penerbangan langsung setiap harinya. Melihat kondisi tersebut, Theo berharap pemerintah bisa lebih perhatian terhadap pergerakan warga China di Sulut. …” Selengkapnya di http://bit.ly/2SJAa4i (arsip cadangan di http://bit.ly/2K7hAPD). (3) tirto(dot)id: “Benarkah Tenaga Kerja Asing Mudah Masuk Indonesia? … Perdebatan soal sentimen TKA seolah tak relevan bila dikaitkan dengan posisi Indonesia dan sembilan negata ASEAN lainnya tergabung dalam Masyarakat Ekonomi ASEAN (MEA) secara efektif berlaku 2015. Tujuan dari MEA antara lain untuk membuka jalan perdagangan barang dan jasa antarnegara; mengurangi biaya antarnegara; dan mempermudah iklim investasi. MEA juga diharapkan dapat mempermudah perpindahan tenaga kerja ahli.  Bagaimana aturan perizinan TKA di negara-negara ASEAN, seperti Indonesia, Singapura, dan Thailand?  Di Indonesia, visa kerja untuk TKA yang bekerja dan tinggal di Indonesia terdiri dari dua jenis, yakni Kartu Izin Tinggal Terbatas (Kitas) dan Kartu Izin Tinggal Tetap (Kitap). Kartu ini diterbitkan oleh Direktorat Jenderal Imigrasi. Untuk mendapatkan Kitas, proses yang harus dilalui TKA cukup panjang. Pertama-tama, perusahaan yang menggunakan jasa TKA harus terlebih dahulu mendapatkan persetujuan dari pemerintah.  Selain itu, pemberi kerja juga harus menyerahkan Rencana Penggunaan Tenaga Kerja Asing (RPTKA), di mana akan menjadi dasar untuk penerbitan Kitas. Untuk mendapatkan RPTKA, sebanyak delapan dokumen harus diserahkan kepada Kementerian Tenaga Kerja.  Setelah RPTKA, langkah selanjutnya adalah mendapatkan rekomendasi visa (TA01) dan izin Menggunakan Tenaga Kerja Asing (IMTA). Untuk mendapatkan izin IMTA itu, sebanyak 12 dokumen harus disiapkan pemberi kerja.  Selanjutnya, pemberi kerja harus mendapatkan izin Visa Tinggal Terbatas (Vitas), atau surat rekomendasi dari Badan Koordinasi Penanaman Modal (BKPM). Setelah itu, TKA mulai memenuhi seluruh syarat dan ketentuan untuk mendapatkan Kitas. Dokumen yang harus disiapkan untuk mendapatkan Kitas mencapai 19 dokumen, yang terdiri dari 13 dokumen berasal dari pemberi kerja, dan enam dokumen dari TKA. Secara keseluruhan, waktu yang dibutuhkan untuk mendapatkan Kitas mencapai 2-3 bulan. …” Selengkapnya di http://bit.ly/30XV0zL (arsip cadangan di http://bit.ly/2YlNe0V). (4) detikNews: “Senin 25 Maret 2019, 17:15 WIB Punya Visa Kunjungan tapi Kerja di Tambang Gorontalo, 6 WN China Ditangkap Ajis Halid – detikNews (foto)
Foto: 6 WN China yang diamankan di Kantor Imigrasi kelas Gorontalo. (Ajis-detikcom) Gorontalo – Sebanyak 6 warga negara asing (WNA) asal China ditangkap Kantor Imigrasi Kelas I Gorontalo. Mereka bekerja sebagai pekerja tambang emas di Kabupaten Pohuwato, Gorontalo, padahal hanya memiliki visa kunjungan.
…
Sementara, Kepala Kanwil Hukum dan HAM Provinsi Gorontalo Agus Subandriyo menyatakan 6 WN China diduga menyalahgunakan visa. Meraka hanya memiliki izin visa kunjungan, bukan visa kerja. 
…” Selengkapnya di http://bit.ly/2K5kuEC (arsip cadangan di http://bit.ly/2yjR681). (5) http://bit.ly/2yjRQtQ, arsip cadangan SUMBER. (6) http://bit.ly/2YrJOtu, laporan (mention) ke akun MAFINDO (twitter.com/turnbackhoax)."
,0,1
0,https://turnbackhoax.id/2019/07/28/salah-foto-ormas-fpi-membantu-bencana-erupsi-gunung-tangkuban-perahu/," Foto tersebut diambil dari potongan video yang sudah ada sejak Desember 2018 saat FPI membantu korban tsunami Selat Sunda. Sementara itu Gunung Tangkuban Perahu mengalami erupsi pada 26 Juli 2019. Selengkapnya di bagian PENJELASAN dan REFERENSI  =============================================Kategori : DISINFORMASI / Konten yang Salah ============================================= Beredar gambar sekelompok orang yang diklaim sebagai anggota ormas FPI yang sedang membantu penanganan bencana erupsi Gunung Tangkuban Perahu yang terjadi pada Jum’at, 26 Juli 2019. Dalam gambar ini, terlihat seorang pria yang mengenakan sarung warna coklat dan baju berwarna putih dengan tulisan FPI di bagian belakang yang sedang memikul galon air berwarna biru. Sumber : web[dot]archive[dot]org/web/20190727191836/https://www.facebook.com/photo.php?fbid=2398565453760396&set=a.1682721645344784&type=3 – Sudah dibagikan 80 kali saat tangkapan layar diambil. Sumber : https://www.facebook.com/search/top/?q=tangkuban perahu ormas fpi&epa=SEARCH_BOX – Facebook public post. ============================================= PENJELASAN  Berdasarkan hasil penelusuran di situs youtube.com dengan menggunakan keyword “fpi bantu bencana”, ditemukan fakta bahwa gambar yang diklaim sebagai ormas FPI yang sedang membantu bencana erupsi Gunung Tangkuban Perahu tersebut tidak benar. Dari hasil penelusuran, ditemukan sebuah video yang sudah diunggah pada tanggal 23 Desember 2018 dengan judul “FPI bantu korban tsunami banten” Video ini diunggah oleh akun Fath Channel dan saat tangkapan layar diambil sudah ditonton 26 kali. Gunung Tangkuban Perahu sendiri mengalami erupsi alias meletus pada pukul pukul 15.48 WIB, Jumat, 26 Juli 2019. Asap erupsi terpantau melebar ke area timur, utara, dan selatan. Di lini media sosial beredar video detik-detik meletusnya Gunung Tangkuban Perahu. Warga mengabadikan momen Gunung Tangkuban Perahu mengeluarkan kolam abu sehingga 200 meter di atas puncak. Kepala Pusat PVMBG Kasbani kepada VIVA mengatakan, kolom abu teramati berwarna kelabu dengan intensitas tebal condong ke arah timur laut dan selatan. Erupsi ini terekam di seismogram dengan amplitudo maksimum 38 mm dan durasi kurang lebih 5 menit 30 detik. REFERENSI :https://www.youtube.com/watch?v=yGUZBEAuOiYhttps://www.cnnindonesia.com/nasional/20181225104706-20-356182/relawan-fpi-ikut-evakuasi-korban-tsunami-selat-sundahttps://www.viva.co.id/berita/nasional/1169706-video-detik-detik-gunung-tangkuban-perahu-meletushttps://twitter.com/BNPB_Indonesia/status/115469453239653580"
,0,1
0,https://turnbackhoax.id/2019/07/28/klarifikasi-btn-dan-ugm-bantah-terlibat-dalam-acara-ugm-btn-death-marathon-1000k-lari-menuju-kematian/,"

Universitas Gajah Mada melalui sebuah pemberitaan di media nasional menyatakan tidak pernah menyelenggarakan kegiatan tersebut. Selain itu lewat akun twitter resminya, Bank Tabungan Negara (BTN) juga menyatakan tidak pernah menjadi sponsor atas kegiatan tersebut.  Selengkapnya di bagian PENJELASAN dan REFERENSI  =============================================Kategori : KLARIFIKASI ============================================= Poster lari marathon UGM BTN DEATH Marathon ” Lari Menuju Kematian” dengan start dari Tugu Tani Jakarta dan finish di Alun-alun Nganjuk, beredar di masyarakat.  Di poster tersebut tertulis kegiatan marathon akan selenggarakan pada 1-30 Agustis 2019.  Namun, tak ada keterangan apakah lari maraton digelar selama satu bulan penuh atau ada beberapa kloter berbeda selama bulan Agustus. ============================================= PENJELASAN  Kabag Humas dan Protokoler UGM, Iva Ariani, membantah dengan tegas jika poster ‘Lari Menuju Kematian’ diselenggarakan oleh UGM. Dia juga menyebut jika UGM tidak pernah membuat acara dengan tajuk ‘Lari Menuju Kematian’ tersebut. “Kami sampaikan Universitas Gadjah Mada tidak pernah menyelenggarakan kegiatan tersebut,” ujar Iva, Kamis, 25 Juli 2019.Iva menjabarkan kegiatan ‘Lari Menuju Kematian’ jelas tidak ada keterkaitan dengan UGM. Siapa penyelenggaraan kegiatan itu, Iva tidak mengetahui secara pasti. Sementara itu Coorporate Secretary BTN Achmad Chaerul membantah keterlibatan bank plat merah tersebut. Ia memastikan tidak pernah membuat acara marathon tersebut. “BTN tidak pernah menyelenggarakan kegiatan tersebut atau tidak berpartisipasi dalam bentuk sponsorship maupun bentuk dukungan lainnya,” ujarnya dalam keterangan tertulis, Kamis (25/7/2019).  “Dengan demikian, Bank BTN tidak bertanggung jawab terhadap segala konsekuensi dari pengumuman poster tersebut. Terima kasih,” sambung dia. REFERENSI : https://twitter.com/BankBTNcoid/status/1154153724060688384https://kumparan.com/@kumparannews/hoaxbuster-ugm-tak-gelar-ugm-btn-death-marathon-1rXIdyKxs5Whttps://www.viva.co.id/berita/nasional/1169228-ajang-lari-menuju-kematian-ugm-pastikan-tak-terlibathttps://regional.kompas.com/read/2019/07/26/10483691/ugm-btn-death-marathon-ajang-lari-menuju-kematian-yang-penuh-tanda-tanyahttps://www.antaranews.com/berita/979894/informasi-acara-death-marathon-ini-penjelasannya"
,0,1
0,https://turnbackhoax.id/2019/07/27/klarifikasi-foto-di-kolom-fenomena-langit-redup-jakarta/,"Foto yang digunakan di kolom tersebut adalah foto publikasi tahun 2016 oleh situs REPUBLIKA(dot)CO(dot)ID. Selengkapnya di bagian PENJELASAN dan REFERENSI. ====== KATEGORI Klarifikasi. ====== SUMBER Kolom di situs detikNews. ====== NARASI “Jumat 26 Juli 2019, 15:34 WIB Kolom Fenomena Langit Redup Jakarta Sumaryati – detikNews  … Tulisan ini adalah kiriman dari pembaca detik, isi dari tulisan di luar tanggung jawab redaksi. Ingin membuat tulisan kamu sendiri? Klik di sini sekarang!” Selengkapnya di http://bit.ly/2Gw71EW. ====== PENJELASAN (1) Tanpa deskripsi, foto yang digunakan dapat menimbulkan persepsi bahwa foto tersebut adalah dokumentasi saat ini. (2) Sumber foto, http://bit.ly/2yfySEO REPUBLIKA(dot)CO(dot)ID: “Seburuk Ini Udara Jakarta Jumat 16 Dec 2016 11:17 WIB
Red: Esthi Maharani (foto)
Polusi udara kota DKI Jakarta.    Foto: Republika/Aditya Pradana Putra …” Selengkapnya di http://bit.ly/2yfySEO. ====== REFERENSI (1) http://bit.ly/2Me3heK, arsip cadangan kolom detikNews. (2) http://bit.ly/2YpS2qm, arsip cadangan artikel REPUBLIKA(dot)CO(dot)ID."
